class,tweets,clean_text
0,Tell me something. Thats okay.,tell thats okay
0,"Princess, is your kitty shaved or natural?",princess kitty shaved natural
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drinkpa doing need srs model pls send mail id pa
0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,don like ltgt times oh hypertension oh
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply 08000930705
0,Just got outta class gonna go gym.,just got outta class gonna gym
0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,im doing da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt 7 n half pages
0,What's nannys address?,whats nannys address
1,Last chance 2 claim ur �150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. �3.00 Sub. 16 . Remove txt X or STOP,chance 2 claim ur �150 worth discount voucherstext yes 85023 nowsavamobmember offers mobile t cs 08717898035 �300 sub 16 remove txt x stop
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,sis catching e e afternoon im watching w c u wan 2 watch today tmr lor
0,Pls call me da. What happen.,pls da happen
0,Sorry that was my uncle. I.ll keep in touch,sorry uncle ill touch
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,2 students solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got d answr
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob week just txt nokia 8007 txting tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
0,Hey so whats the plan this sat? ,hey whats plan sat
0,Yeah do! Don���t stand to close tho- you���ll catch something!,yeah don���t stand close tho you���ll catch
0,The basket's gettin full so I might be by tonight,baskets gettin tonight
0,K. I will sent it again,k sent
0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,calls treadmill say youll buy make sure working ad craigslist selling ltgt
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em wtc far weiyi goin e rest dunno r ur goin 4 dinner den b able join
0,"That means you got an A in epi, she.s fine. She.s here now.",means got epi shes fine shes
0,Dude how do you like the buff wind.,dude like buff wind
0,Just sleeping..and surfing,just sleepingand surfing
0,U should have made an appointment,u appointment
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net �1.50pm approx 3mins,congratulations ur awarded yrs supply cds virgin records mystery gift guaranteed 09061104283 tscs wwwsmsconet �150pm approx 3mins
0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp worse dude wants party dude files complaint drug abusers lives
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private 2003 account statement 07808 xxxxxx shows 800 unredeemed s m points 08719899217 identifier code 41685 expires 071104
0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,better catch let ask sell ltgt
0,Lol its ok I didn't remember til last nite,lol ok didnt remember til nite
0,All will come alive.better correct any good looking figure there itself..,come alivebetter correct good looking figure
1,You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,won guaranteed �200 award �1000 cashto claim ur award free 08000407165 18 2 stop getstop 88222 php
0,Ha... U jus ate honey ar? So sweet...,ha u jus ate honey ar sweet
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cashbalance currently 500 pounds maximize ur cashin send 86688 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool gentleman treat dignity respect
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit wasnt surprised went spent evening french guy met town fooled bit didnt let fuck
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ��_",dont know thing thats wrong everyso panicks starts goin bout bein good ��
0,WHO ARE YOU SEEING?,seeing
1,88800 and 89034 are premium phone services call 08718711108,88800 89034 premium phone services 08718711108
0,"K, want us to come by now?",k want come
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like make love ltgt times night hope thats problem
0,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u did ok lar e nydc wheellock
1,RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,rgent 2nd attempt contact uu won �1250 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max�7 50
0,Hey i will be late ah... Meet you at 945+,hey late ah meet 945
0,Ok which your another number,ok number
0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,dunno lei thk mum lazy neva ask
0,Great. Have a safe trip. Dont panic surrender all.,great safe trip dont panic surrender
0,I gotta collect da car at 6 lei.,gotta collect da car 6 lei
0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regarding really try 4th guy commit random dude
0,Yes:)here tv is always available in work place..,yeshere tv available work place
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve temple amp church u
0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif sis lor aft bathing dog bathe looks like going 2 rain soon
0,No no. I will check all rooms befor activities,check rooms befor activities
0,Probably a couple hours tops,probably couple hours tops
0,Anything lor is she coming?,lor coming
0,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan 2 suntec look 4 u
1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u 4goten bout scammers getting smartthough regular vodafone respond prem rate msgsubscription nos used beware
0,Do we have any spare power supplies,spare power supplies
0,how are you? I miss you!,miss
0,Yup i shd haf ard 10 pages if i add figures... �� all got how many pages?,yup shd haf ard 10 pages add figures �� got pages
0,I had askd u a question some hours before. Its answer,askd u question hours answer
0,You do what all you like,like
0,Horrible bf... I now v hungry...,horrible bf v hungry
1,"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win �200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
0,I'm fine. Hope you are good. Do take care.,im fine hope good care
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,discount code rp176781 stop messages reply stop wwwregalportfoliocouk customer services 08717205546
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola college medicine visit academic department tell academic secretary current situation ask transfer ask check sagamu thing lautech vital completes medical education nigeria expensive expensive unless getting citizen rates new zealand
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,just id like touch easiest way barcelona way ru house
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation loses person dont argue ur friends just kick amp say im correct
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,Check audrey's status right now,check audreys status right
0,I'm aight. Wat's happening on your side.,im aight wats happening
0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forgets heart remember wish happy valentines day
0,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",nonenowhere ikno doesdiscountshitinnit
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right world wonder smiling think crazy away grins
0,Where at were hungry too,hungry
0,Any pain on urination any thing else?,pain urination thing
0,... Are you in the pub?,pub
0,K:)k..its good:)when are you going?,kkits goodwhen going
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,talking people sure pay agree price pls tell want really buy willing pay
0,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,u doin baby girl hope u okay time ure phone miss u touch
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly ive just lovely cup tea promptly dropped keys burnt fingers getting
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good maybe interviews wake miss babe passionate kiss sea
0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
0,Die... Now i have e toot fringe again...,die e toot fringe
0,I didnt get anything da,didnt da
0,You still at grand prix?,grand prix
0,Shall i get my pouch?,shall pouch
0,"Haha yeah I see that now, be there in a sec",haha yeah sec
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear o dear u r near hear dont fear live cheer tear u r dear gud ni8
0,Can i get your opinion on something first?,opinion
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,u ask sat make im ok lor
0,This weekend is fine (an excuse not to do too much decorating),weekend fine excuse decorating
0,"I've got  &lt;#&gt; , any way I could pick up?",ive got ltgt way pick
1,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratulations ur awarded �500 cd gift vouchers free entry 2 �100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16
0,Studying. But i.ll be free next weekend.,studying ill free weekend
0,Well that must be a pain to catch,pain catch
0,Why do you ask princess?,ask princess
1,Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renewed charged �450 choose 10 polys month wwwclubzedcouk billing msg
0,Tell them the drug dealer's getting impatient,tell drug dealers getting impatient
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got takes 2 wrc rally oz u lucozade energy text rally le 61200 25p packs lucozadecoukwrc itcould u
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life means lot love life love people life world calls friends world ge
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talking realise u point itnow read backwards
0,"Alright we're hooked up, where you guys at",alright hooked guys
0,Then any special there?,special
0,Gam gone after outstanding innings.,gam gone outstanding innings
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really ah dun mind dun seen lost weight gee
1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile 11 months u r entitled update latest colour mobiles camera free mobile update free 08002986030
0,We will meet soon princess! Ttyl!,meet soon princess ttyl
0,Ill be there on  &lt;#&gt;  ok.,ill ltgt ok
0,No..but heard abt tat..,nobut heard abt tat
0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u did lookin 4ward 2 cin u 2mrw luv jaz
0,Good morning princess! Have a great day!,good morning princess great day
0,Will purchase d stuff today and mail to you. Do you have a po box number?,purchase d stuff today mail po box number
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl
0,How much it will cost approx . Per month.,cost approx month
1,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose �500 �75000 homeowners tenants welcome previously refused help free 0800 1956669 text help
0,"Good stuff, will do.",good stuff
0,"Haha, that was the first person I was gonna ask",haha person gonna ask
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,dont file bagi work called mei ll tell room
1,You have 1 new message. Please call 08715205273,1 new message 08715205273
0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hellohow u doingwhat u 2when u b moving flat cos need arrange pick lamp care hello caroline
0,I borrow ur bag ok.,borrow ur bag ok
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa,fear fainting housework just did quick cuppa
0,How many licks does it take to get to the center of a tootsie pop?,licks does center tootsie pop
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls mobile upd8 freefone 08000839402 2stoptx
0,What not under standing.,standing
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",make squeezed ltgt bucks dad
0,Am in film ill call you later.,film ill later
0,Hello madam how are you ?,hello madam
0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r time passthey silently say thinking u right making u think 4 moment gd ntswt drms shesil
0,"Night night, see you tomorrow",night night tomorrow
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,beneath pale moon light think u dreams come true goodnite amp sweet dreams
0,Will �_ b going to esplanade fr home?,� b going esplanade fr home
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick die loneliness know pouts stomps feet need
0,I wont get concentration dear you know you are my mind and everything :-),wont concentration dear know mind
0,If I get there before you after your ten billion calls and texts so help me god,billion calls texts help god
0,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome ive 4u couple times alls coming
0,�� dun wan to watch infernal affair?,�� dun wan watch infernal affair
0,Dude we should go sup again,dude sup
0,She ran off with a younger man. we will make pretty babies together :),ran younger man make pretty babies
0,Nope... C �_ then...,nope c �
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai thought calling lot timeslil busyi noon
0,Ok i msg u b4 i leave my house.,ok msg u b4 leave house
0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,youre sure im trying make xavier smoke dont want smoke told smoke
0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows going sunny africa hope u r avin good time big old silver big kiss
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile 11mths entitled update latest colour camera mobile free mobile update vco free 08002986906
0,Mode men or have you left.,mode men left
0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really tot ur paper ended long ago wat u copied jus got use u happy lar haf 2 study
0,Yup,yup
0,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing laptop case
0,"Did you say bold, then torch later. Or one torch and 2bold?",did say bold torch later torch 2bold
0,Forgot to tell �_ smth.. Can �_ like number the sections so that it's clearer..,forgot tell � smth � like number sections clearer
0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,got video tape pple type message lor u free wan 2 help hee cos noe u wan 2 watch infernal affairs ask u asking shuhui oso
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended day morning come special way smile like sunny rays leaves worries blue blue bay gud mrng
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",dont think dont need going late school night especially class missed wednesday probably failed test friday
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come slave doing going shell unconsciously avoiding making unhappy
0,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyole blacko londn
0,I'll be at mu in like  &lt;#&gt;  seconds,ill mu like ltgt seconds
0,All day working day:)except saturday and sunday..,day working dayexcept saturday sunday
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den 6 plus lor u workin oso rite den orchard lor place liao
0,Will it help if we propose going back again tomorrow,help propose going tomorrow
0,Have you seen who's back at Holby?!,seen whos holby
0,K:)all the best:)congrats...,kall bestcongrats
0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate darkness shining light waiting best friend trust love bslvyl
1,"URGENT!: Your Mobile No. was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile awarded �2000 bonus caller prize 020903 2nd attempt contact 08718729755 box95qu
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes people dearer just happiness dat u feel u meet pain u feel u miss dem
0,Reverse is cheating. That is not mathematics.,reverse cheating mathematics
1,FROM 88066 LOST �12 HELP,88066 lost �12 help
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room
0,"Sorry, I'll call later",sorry ill later
0,Get me out of this dump heap. My mom decided to come to lowes. BORING.,dump heap mom decided come lowes boring
0,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,want tell bad feel basically times text lately need drugs
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout drink tap spile seven pub gas st broad st canal ok
0,Stop knowing me so well!,stop knowing
0,Wat u doing there?,wat u doing
0,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",gran onlyfound afew days agocusoon honi
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset 750 time network mins unlimited text camcorder reply 08000930705 del sat
1,Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP,moby pub quizwin �100 high street prize u know new duchess cornwall txt 82277unsub stop �150 008704050406 sp
0,Den wat will e schedule b lk on sun?,den wat e schedule b lk sun
0,Can you do online transaction?,online transaction
0,Carlos says we can pick up from him later so yeah we're set,carlos says pick later yeah set
0,�� wait 4 me in sch i finish ard 5..,�� wait 4 sch finish ard 5
1,it to 80488. Your 500 free text messages are valid until 31 December 2005.,80488 500 free text messages valid 31 december 2005
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uks horniest dogging service u sex 2nite just sign follow instructions txt entry 69888 nytec2a3lpmsg150p
0,Ok... U enjoy ur shows...,ok u enjoy ur shows
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",living simple loving simple laughing simple winning tooo simple simple difficult
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem taxi c ing tomorrow tuesday tuesday think r going cinema
0,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 u care
0,K.k.how is your business now?,kkhow business
0,Just nw i came to hme da..,just nw came hme da
0,I cant pick the phone right now. Pls send a message,pick phone right pls send message
0,Anything lor... U decide...,lor u decide
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil gud news friday d person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner mr t foley won ipod exciting prizes soon eye ur mobile visit wwwwin82050couk
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",know thinkin malaria relax children handle malaria worse gastroenteritis takes replace loss temp reduce malaria meds just vomit self limiting illness means days completely stop
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity friendship smiling reading forwarded messageits smiling just seeing gud evng
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life means lot love life love people life world calls friends world ge
0,Oh is it? Send me the address,oh send address
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contacted dating service know land line 09050000928 pobox45w2tg150p
0,I'm in chennai velachery:),im chennai velachery
0,Would me smoking you out help us work through this difficult time,smoking help work difficult time
0,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,means february april ill getting place stay dont hustle forth audition season sister moved away harlem
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,worlds happiest frnds characters dey just best understanding differences
0,All done? All handed in? Celebrations in full swing yet?,handed celebrations swing
0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thanks yesterday sir wonderful hope enjoyed burial mojibiola
0,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear im officially paid market 8th
0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wanna say jus walk wid little whileamp promise ill bring ur smile
0,Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing missed dear brother gr8 day
0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight ive set free think text blakes address occurs im quite sure im doing thought
0,Kallis is ready for bat in 2nd innings,kallis ready bat 2nd innings
0,Wish u many many returns of the day.. Happy birthday vikky..,wish u returns day happy birthday vikky
0,No..its ful of song lyrics..,noits ful song lyrics
0,Gudnite....tc...practice going on,gudnitetcpractice going
0,26th OF JULY,26th july
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tones 150p reply poly mono poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tones txt
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),sell tons coins sell coins paypal voila money life pockets
0,"(No promises on when though, haven't even gotten dinner yet)",promises havent gotten dinner
0,K...k...yesterday i was in cbe .,kkyesterday cbe
0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),dahe stupid daalways sending like thisdon believe messagepandy mental
0,Yes. Nigh you cant aha.,yes nigh aha
0,"Sorry, I'll call later",sorry ill later
0,Are you in castor? You need to see something,castor need
0,No dear i was sleeping :-P,dear sleeping p
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,really quite funny lor wat u shd haf run shorter distance wat
1,Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentines day special win �1000 quiz partner trip lifetime send 83600 150pmsg rcvd custcare08718720201
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
0,"\Pete can you please ring meive hardly gotany credit\""""",pete ring meive hardly gotany credit
0,So how's the weather over there?,hows weather
0,Yay can't wait to party together!,yay wait party
0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man accounts dry want trade half buy shit credit card
0,Yay! You better not have told that to 5 other girls either.,yay better told 5 girls
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt
0,You still around? Looking to pick up later,looking pick later
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",hi wk ok hols yes bit run forgot hairdressers appointment need home n shower does cause prob u ham
